"","org","cast(split_zc.doc_max as text)","zip_code","count_zip_code","latitude","longitude"
"6062","RUSH-COPLEY MEDICAL GROUP NFP","3","60504","14",41.768399,-88.136616
"6063","RUSSELL COUNTY HOSPITAL","1","42642","1",37.019307,-85.069717
"6064","RUSSELL COUNTY RADIOLOGY PSC","1","42642","1",37.019307,-85.069717
"6065","RUSSELL PERRY MD, A MEDICAL CORPORATION","1","95437","1",39.500634,-123.637284
"6066","RUSSELL SCOTT ANDERSON MD PA","1","39301","1",32.381605,-88.663489
"6067","RUTGERS RWJ CANCER INSTITUTE OF NEW JERSEY","17","86903","32",NA,NA
"6068","RUTGERS RWJ HEM ONC","5","89011","5",36.106464,-114.919174
"6069","RUTGERS RWJ RADIATION ONCOLOGY","10","89011","10",36.106464,-114.919174
"6070","RUTGERS-RWJ PATHOLOGY","1","89012","1",36.075327,-115.141185
"6071","RUTGERS-RWJ PEDIATRIC HEMATOLOGY-ONCOLOGY","1","89011","1",36.106464,-114.919174
"6072","RUTGERS-RWJ SURGICAL ASSOCIATES","1","89011","2",36.106464,-114.919174
"6073","RUTGERS-RWJ SURGICAL ONCOLOGY","13","89012","22",36.075327,-115.141185
"6074","RUTHERFORD RADIOLOGICAL ASSOC PA","4","28139","4",35.339729,-82.004874
"6075","RUTLAND HOSPITAL","1","5701","5",NA,NA
"6076","RUTLAND RADIOLOGISTS, INC.","3","57014","3",43.291296,-97.042271
"6077","RX FOR IMAGING LLC.","1","33904","2",26.606491,-81.95016
"6078","RYAN N MAJORIA MD LLC","1","70112","2",29.958304,-90.077
"6079","RYE RADIOLOGY ASSOCIATES,LLP","2","10573","2",41.022193,-73.679799
"6080","S H AHMED MD PHD INC","1","92243","1",32.900509,-115.503842
"6081","S J DEPRIMA MD RADIOLOGY PA","1","33146","1",25.558428,-80.458168
"6082","S. E. MICHIGAN DIAGNOSTIC CENTER PC","1","48071","1",42.505292,-83.136126
"6083","S.B.KONDRAGUNTA LLC","4","23805","8",37.1922,-77.389641
"6084","S.M.S., D.O., P.A.","5","34668","10",28.297976,-82.704101
"6085","SA EXPERT PHYSICIANS PLLC","1","78213","2",29.437532,-98.461582
"6086","SABINA R WALLACH MD AMC","1","92037","1",32.898511,-117.225744
"6087","SACRED HEART HEALTH SERVICES","5","57078","7",42.94396,-97.37689
"6088","SACRED HEART HEALTHCARE SYSTEM","2","18102","14",40.607006,-75.480877
"6089","SACRED HEART HOSPITAL OF PENSACOLA","16","32562","57",30.659159,-87.04972
"6090","SACRED HEART-ST MARY'S HOSPITALS INC","15","54501","34",45.704474,-89.386562
"6091","SADASHIV S SHENOY MD PLLC","1","14217","2",42.900044,-78.808205
"6092","SADDLEBACK RADIATION ONCOLOGY MEDICAL GROUP","3","92653","6",33.595714,-117.715535
"6093","SADDLEBACK VALLEY RADIOLOGY MEDICAL ASSOCIATES","5","92653","10",33.595714,-117.715535
"6094","SAGINAW RADIOTHERAPY PC","4","48601","4",43.41242,-83.886873
"6095","SAIF SONIWALA MD PC","1","14221","2",42.968507,-78.749153
"6096","SAINT AGNES MEDICAL CENTER","4","93720","4",36.850729,-119.802227
"6097","SAINT ALPHONSUS REGIONAL MEDICAL CENTER INC","3","83706","4",43.478618,-116.137752
"6098","SAINT ALPHONSUS SPECIALTY SERVICES INC","3","83704","4",43.641467,-116.290009
"6099","SAINT ANTHONY MEDICAL CENTER","10","61108","10",42.247643,-88.999892
"6100","SAINT ANTHONY'S PHYSICIAN GROUP","3","62002","4",38.929065,-89.968862
"6101","SAINT BARNABAS OUTPATIENT CENTERS","3","79211","5",NA,NA
"6102","SAINT CLARE'S HOSPITAL INC","4","70058","4",29.875555,-90.069558
"6103","SAINT FRANCIS HOSPITAL / SURGERY","2","12601","2",41.695839,-73.896164
"6104","SAINT FRANCIS MEDICAL CENTER","3","61637","3",40.702487,-89.589797
"6105","SAINT FRANCIS MEDICAL GROUP INC","15","61051","30",41.991827,-89.764016
"6106","SAINT FRANCIS MEDICAL PARTNERS LLC","8","63703","8",37.284366,-89.571485
"6107","SAINT JOHN'S HEALTH CLINIC","2","90404","2",33.786594,-118.298662
"6108","SAINT JOSEPH HEALTH SYSTEM INC","14","40741","14",37.154931,-84.096062
"6109","SAINT JOSEPH'S RADIOLOGY ASSOCIATES, INC.","6","29073","6",33.905323,-81.335083
"6110","SAINT LOUIS CONNECTCARE","2","63112","2",38.663851,-90.281813
"6111","SAINT LUKES PHYSICIAN SPECIALISTS LLC","34","66213","109",38.898243,-94.704936
"6112","SAINT MARYS MEDICAL GROUP NARALA PC","1","89511","2",39.360265,-119.8057
"6113","SAINT MICHAELS PHYSICIAN SERVICES PC","2","71022","2",NA,NA
"6114","SAINT PETER'S HEALTHCARE SYSTEM PHYSICIAN ASSOCIATES","1","88543","2",31.694842,-106.299987
"6115","SAINT PETER'S UNIVERSITY HOSPITAL","2","8901","4",NA,NA
"6116","SAINT VINCENT PHYSICIAN SERVICES INC","3","16081","3",NA,NA
"6117","SAIZ LTD","1","60506","2",41.79083,-88.416837
"6118","SALEM CLINIC, PC","17","97301","17",44.90472,-122.921721
"6119","SALEM FLORA RADIOLOGY, S.C.","1","62881","1",38.643793,-88.974839
"6120","SALEM HOSPITAL","2","97301","18",44.90472,-122.921721
"6121","SALEM RADIOLOGISTS, INC.","5","44460","5",40.862743,-80.763459
"6122","SALEM RADIOLOGY CONSULTANTS PC","17","97301","17",44.90472,-122.921721
"6123","SALEM RADIOLOGY LLP","8","30382","20",NA,NA
"6124","SALINA REGIONAL HEALTH CENTER,INC","5","67401","5",38.823673,-97.642113
"6125","SALINAS VALLEY RADIOLOGISTS, INC.","13","93901","15",36.441768,-121.416603
"6126","SALINAS VALLEY UROLOGY ASSOCIATES","1","93901","1",36.441768,-121.416603
"6127","SALINE VALLEY DIAGNOSTIC RADIOLOGY","1","62946","1",37.720129,-88.536736
"6128","SALLY W REGAN MD PC","1","29706","1",34.693285,-81.168022
"6129","SALUD INTEGRAL EN LA MONTANA, INC.","1","71900","8",NA,NA
"6130","SALZMAN MD AND UHL MD","3","94609","5",37.834776,-122.26328
"6131","SAM HOUSTON CANCER CENTER LP","5","77340","5",30.644755,-95.579836
"6132","SAMARITAN HOSPITAL OF TROY, NEW YORK","1","12180","1",42.673701,-73.608792
"6133","SAMARITAN MEDICAL CENTER","1","13601","1",44.072542,-76.016589
"6134","SAMARITAN PACIFIC HEALTH SERVICES INC","4","97365","8",44.552413,-124.024426
"6135","SAMI ATASSI MD LTD","1","60649","1",41.811929,-87.68732
"6136","SAMUEL L. KIPPER, M.D., INC.","1","92675","1",33.530631,-117.618932
"6137","SAMUEL MAHELONA MEMORIAL HOSPITAL","1","96746","1",22.074197,-159.406197
"6138","SAMUEL S. IM, MD, INC.","1","90602","1",33.971839,-118.036578
"6139","SAMUEL U. RODGERS HEALTH CENTER, INC.","1","64124","1",39.107504,-94.538531
"6140","SAN ANGELO RADIATION ONCOLOGY, P.A.","1","76903","2",31.505333,-100.301959
"6141","SAN ANGELO RADIOLOGISTS, P.A.","6","76903","6",31.505333,-100.301959
"6142","SAN ANTONIO DIAGNOSTIC IMAGING, INC.","7","78240","14",29.437532,-98.461582
"6143","SAN ANTONIO RADIOLOGICAL MEDICAL GROUP","13","91786","13",34.839964,-115.967051
"6144","SAN BERNARDINO MEDICAL GROUP INC","2","92404","2",34.159076,-116.709044
"6145","SAN DIEGO CENTER FOR GYN ONCOLOGY","1","92078","3",33.016928,-116.846046
"6146","SAN DIEGO DIAGNOSTIC RADIOLOGY MEDICAL GROUP INC","67","91911","146",32.615983,-117.034012
"6147","SAN DIEGO ONCOLOGY MEDICAL CLINIC","2","92123","4",32.810983,-117.136812
"6148","SAN DIEGO PACIFIC ONCOLOGY AND HEMATOLOGY ASSOCIATES INC.","1","92037","1",32.898511,-117.225744
"6149","SAN FERNANDO HEALTHCARE INC","1","60090","1",42.124176,-87.933819
"6150","SAN FERNANDO VALLEY INTERVENTIONAL","31","91436","62",33.786594,-118.298662
"6151","SAN FRANCISCO ONCOLOGY ASSOCIATES MEDICAL GROUP INC","3","94115","6",37.786028,-122.437032
"6152","SAN GABRIEL RADIOLOGY MEDICAL GROUP","1","91754","1",33.786594,-118.298662
"6153","SAN GABRIEL VALLEY DIAGNOSTIC CENTER MEDICAL GROUP","2","91790","2",33.786594,-118.298662
"6154","SAN GABRIEL VIP A CALIFORNIA LIMITED PARTNERSHIP","16","91790","16",33.786594,-118.298662
"6155","SAN GERMAN X RAY & BODY IMAGING CENTER, PSC.","2","68341","2",40.374875,-96.960827
"6156","SAN JOAQUIN COMMUNITY HOSPITAL","10","93311","10",35.294405,-118.905173
"6157","SAN JOAQUIN HEMATOLOGY ONCOLOGY A PC","1","95376","1",37.688679,-121.407804
"6158","SAN JUAN ONCOLOGY ASSOCIATES PC","4","87401","4",36.826248,-108.100535
"6159","SAN LUIS DIAGNOSTIC MEDICAL ASSOCIATES","4","93401","8",35.265573,-120.62122
"6160","SAN MARCOS MEDICAL IMAGING PLLC","1","78666","2",29.972907,-97.997166
"6161","SAN MATEO DIALYSIS ASSOCIATES","4","94010","8",37.567086,-122.367573
"6162","SAN PABLO DEVELOPERS","2","96000","4",NA,NA
"6163","SAN PATRICIO MRI & CT CENTER, P.S.C.","1","96817","1",21.65098,-157.922303
"6164","SAN REMO BREAST AND MRI CENTER PLLC","2","33146","2",25.558428,-80.458168
"6165","SAN SAN WYNN, M.D., P.C.","1","11570","1",40.667352,-73.638523
"6166","SANATSANGHANIMD LLC","1","71301","1",31.175885,-92.431184
"6167","SANCHEZ RADIOLOGY, PL","1","33145","2",25.753877,-80.22527
"6168","SAND LAKE CANCER CENTER PA","5","32819","10",28.452157,-81.46784
"6169","SAND LAKE IMAGING LLLP","5","32819","5",28.452157,-81.46784
"6170","SANDRA C. FOOTE MD LLC","1","19963","2",38.72712,-75.322829
"6171","SANDRA V HAZRA MD INC","2","44203","2",41.019655,-81.621195
"6172","SANFORD BISMARCK","11","58503","11",NA,NA
"6173","SANFORD CLINIC","39","57105","96",43.518636,-96.732266
"6174","SANFORD CLINIC NORTH","54","56601","184",47.571964,-94.801272
"6175","SANFORD HEALTH NETWORK","4","51246","8",43.415126,-96.146555
"6176","SANFORD HEALTH OF NORTHERN MINNESOTA","12","56601","12",47.571964,-94.801272
"6177","SANFORD MEDICAL CENTER","1","57105","2",43.518636,-96.732266
"6178","SANFORD MEDICAL CENTER FARGO","28","58103","76",46.832152,-96.825841
"6179","SANFORD MEDICAL CENTER THIEF RIVER FALLS","2","56701","3",48.076333,-96.149002
"6180","SANG HOON AHN MD INC","3","90020","9",33.786594,-118.298662
"6181","SANJAY N SHAH MD INC","1","44622","1",40.492563,-81.47911
"6182","SANJIV WALIA MD PA","1","34950","1",27.448066,-80.333224
"6183","SANKHLA RADIOLOGY LLC","1","80502","1",40.087835,-105.373507
"6184","SANSUM CLINIC","27","93110","27",34.539027,-119.906198
"6185","SANT P. CHAWLA M.D. INC.","1","90403","2",33.786594,-118.298662
"6186","SANTA BARBARA HEMATOLOGY ONCOLOGY MEDICAL GROUP","1","93105","1",34.508099,-119.868622
"6187","SANTA BARBARA RADIOLOGY MEDICAL GROUP, INC.","15","93105","15",34.508099,-119.868622
"6188","SANTA CRUZ RADIATION ONCOLOGY MEDICAL GROUP, INCORPORATED","2","95065","2",37.033568,-121.982632
"6189","SANTA CRUZ RADIOLOGY, LLC","15","85621","15",31.46327,-110.8819
"6190","SANTA FE RADIOLOGY P.C.","7","87544","7",35.849514,-106.288482
"6191","SANTA MARIA RADIOLOGY, PSC","2","92766","4",NA,NA
"6192","SANTA MONICA HEMATOLOGY ONCOLOGY CONSULTANTS, A MEDICAL CORPORATION","3","90404","6",33.786594,-118.298662
"6193","SANTA ROSA IMAGING MEDICAL CENTER","5","95403","5",38.477043,-122.810328
"6194","SANTA ROSA MEDICAL GROUP, INC.","1","93010","2",34.307783,-119.084253
"6195","SANTEE HEMATOLOGY ONCOLOGY INC","1","29150","1",33.913678,-80.354238
"6196","SANTIAM MEMORIAL HOSPITAL","2","97383","14",44.807707,-122.726619
"6197","SAR MEDICAL INSTITUTE LLC","1","33952","2",26.994048,-82.156128
"6198","SAR PAIN INSTITUTE LLC","1","33904","2",26.606491,-81.95016
"6199","SARA H KIM MD A MEDICAL CORPORATION","1","91206","1",33.786594,-118.298662
"6200","SARAH BUSH LINCOLN HEALTH CENTER","6","61938","29",39.505679,-88.247012
"6201","SARAH J EASAW MD LLC","1","87015","2",35.134731,-106.125117
"6202","SARATOGA HOSPITAL","2","12866","4",43.101145,-73.850623
"6203","SARATOGA SURGICAL SPECIALISTS, PC","1","12866","1",43.101145,-73.850623
"6204","SATILLA CANCER TREATMENT CENTERS","2","31021","4",32.459291,-82.938121
"6205","SATISH A. SHAH, M.D., P.C.","4","21157","7",39.564201,-76.980701
"6206","SATISH C SINGLA MD. PC","1","17901","1",40.708751,-76.282986
"6207","SATURN RADIOLOGY PLLC","9","14215","9",42.932957,-78.812252
"6208","SAVANNAH CHATHAM IMAGING LLC","10","31406","30",31.975611,-81.086617
"6209","SAVANNAH RADIATION CANCER CARE, PC","2","31404","2",32.048247,-81.11748
"6210","SAVANNAH RADIOLOGISTS PA","4","31405","8",32.065317,-81.181413
"6211","SAVANNAH VASCULAR INSTITUTE, LLC","3","29910","6",32.34969,-80.899506
"6212","SAWRIE ONCOLOGY INC","1","36426","1",31.129427,-87.096126
"6213","SAWTOOTH DIAGNOSTIC IMAGING PLLC","28","83340","28",43.669159,-114.485781
"6214","SC PHYSICIANS LLC","2","33777","5",27.854588,-82.754528
"6215","SCARSDALE MEDICAL GROUP","1","10583","1",40.992686,-73.799476
"6216","SCHAFFER  SCHONHOLZ & DROSSMAN, LLP","4","10022","8",40.758775,-73.967842
"6217","SCHATZKI ASSOCIATES INC","15","21385","28",NA,NA
"6218","SCHC PEDIATRIC ASSOCIATES, LLC","6","19107","6",39.962612,-75.162871
"6219","SCHENECTADY RADIATION ONCOLOGY LLC","1","12308","1",42.835926,-73.920467
"6220","SCHENECTADY RADIOLOGISTS, P.C.","14","12308","28",42.835926,-73.920467
"6221","SCHOENHERR DIAGNOSTIC CENTER PLLC","1","48088","1",NA,NA
"6222","SCHOOLCRAFT MEMORIAL HOSPITAL","1","49854","2",46.006223,-86.25549
"6223","SCHUYLER COUNTY HOSPITAL DISTRICT","1","62681","1",40.113259,-90.543205
"6224","SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET","4","17901","4",40.708751,-76.282986
"6225","SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET","4","17901","8",40.708751,-76.282986
"6226","SCHWARTZ GYNECOLOGIC ONCOLOGY, PLLC","1","11718","1",40.715424,-73.260912
"6227","SCIODE MEDICAL ASSOCIATES, PLLC","5","10469","5",40.869978,-73.844903
"6228","SCOTLAND COUNTY MEMORIAL HOSPITAL","2","63555","2",40.460129,-92.198203
"6229","SCOTT AND WHITE CLINIC","74","76508","159",31.036287,-97.492017
"6230","SCOTT BLUMENFELD MD PLLC","1","79925","2",31.773452,-106.37709
"6231","SCOTT DAVID BROOK MD INC.","1","92262","2",33.842567,-116.527996
"6232","SCOTT M BARRON APMC","1","71201","2",32.502833,-92.094583
"6233","SCOTT MEDICAL HEALTH CENTER, P.C.","1","15220","2",40.418119,-80.052576
"6234","SCOTT RADIOLOGICAL GROUP INC","8","63028","16",38.270941,-90.413534
"6235","SCOTT WATKINS MD PC","1","21502","1",39.59915,-78.844425
"6236","SCOTTSDALE DERMATOLOGY, LTD","1","85251","1",33.420061,-111.792658
"6237","SCOTTSDALE HEALTHCARE CORPORATION","5","85258","10",33.553346,-111.879806
"6238","SCOTTSDALE HEALTHCARE HOSPITALS","3","85251","3",33.420061,-111.792658
"6239","SCOTTSDALE MEDICAL IMAGING, LTD","24","85251","24",33.420061,-111.792658
"6240","SCRANTON QUINCY CLINIC COMPANY LLC","1","18447","2",41.494578,-75.653932
"6241","SCRIPPS CLINIC MEDICAL GROUP, INC","78","92130","78",32.952467,-117.161871
"6242","SCRIPPS HEALTH","83","92037","91",32.898511,-117.225744
"6243","SCS RADIOLOGY","3","85364","6",32.615305,-114.648722
"6244","SDMI LIMITED PARTNERSHIP","21","89148","42",36.062903,-115.272463
"6245","SEA ISLAND CANCER CENTER","2","29935","2",32.387434,-80.684392
"6246","SEACOAST RADIOLOGY, PA","10","38202","10",NA,NA
"6247","SEAN MURRAY MEDICAL CORP","1","93210","1",36.247025,-120.381432
"6248","SEASHORE IMAGING LLC","11","28557","11",34.727798,-76.770987
"6249","SEASIDE RADIOLOGY CONSULTANTS PA","3","33952","6",26.994048,-82.156128
"6250","SEATTLE NUCLEAR MEDICINE-ULTRASOUND ASSOCIATES","2","98104","4",47.432251,-121.803388
"6251","SEATTLE PROSTATE BRACHYTHERAPY, PLLC","2","98104","4",47.432251,-121.803388
"6252","SEATTLE RADIOLOGISTS A PROFESSIONAL CORPORATION","33","98104","66",47.432251,-121.803388
"6253","SEAWAY RADIOLOGY PC","1","13607","1",44.074604,-75.840719
"6254","SECOND AVENUE MRI LLC","6","70601","12",30.233355,-93.214903
"6255","SELECT RADIOLOGY ASSOCIATES, P.L.L.C.","2","77079","4",29.83399,-95.434241
"6256","SELECT SPECIALTY HOSPITAL - EVANSVILLE LLC","1","47713","2",37.95219,-87.547564
"6257","SELF MEDICAL GROUP","5","29646","7",34.114209,-82.128301
"6258","SELF REGIONAL HEALTHCARE","2","29649","2",34.290916,-82.154473
"6259","SELMA RADIOLOGY ASSOCIATES","31","36732","31",32.384949,-87.824556
"6260","SEMMES MURPHEY CLINIC","1","38120","1",35.123644,-89.842541
"6261","SENECA NATION OF INDIANS","2","14779","2",42.180526,-78.615625
"6262","SENTARA MEDICAL GROUP","4","23502","14",36.887433,-76.212909
"6263","SEQUOIA ONCOLOGY MEDICAL ASSOC","3","93230","3",36.220468,-119.71776
"6264","SEQUOIA RADIATION ONCOLOGY MEDICAL ASSOCIATES, INC","2","93277","4",36.13188,-119.355559
"6265","SERAPHIM PALLAS MD PLLC","1","48302","1",42.584789,-83.282116
"6266","SERENA D. TIDWELL, M.D., P.C.","1","31901","2",32.472864,-84.97823
"6267","SERENITY MEDGROUP INC","1","91423","2",33.786594,-118.298662
"6268","SERGIO XIQUES MD PA","1","33175","1",25.558428,-80.458168
"6269","SERRA COMMUNITY MEDICAL CLINIC INC","3","91352","6",33.786594,-118.298662
"6270","SERVICIO RADIOLOGICO ASSOCIADO JORGE PEREZ BRAIS","4","91837","4",NA,NA
"6271","SERVICIOS RADIOLOGICOS DEL ESTE INC","2","72587","2",36.064329,-91.944673
"6272","SESHAN SUBRAMANIAN, M.D.,S.C.","1","60616","3",41.811929,-87.68732
"6273","SETON IMAGING","1","14217","1",42.900044,-78.808205
"6274","SETON MEDICAL MANAGEMENT INC","2","36608","2",30.639867,-88.25445
"6275","SETON UT SOUTHWESTERN UNIVERSITY PHYSICIANS GROUP","2","78751","5",30.310606,-97.722382
"6276","SEVENTY SECOND STREET MEDICAL ASSOCIATES, P.C.","1","10021","1",40.768823,-73.960257
"6277","SEVERANCE RADIOLOGY SERVICES, INC.","1","44118","1",41.500752,-81.551645
"6278","SEYMOUR M. COHEN, M.D., PC","1","10128","2",40.780989,-73.95158
"6279","SGOH ACQUISITION INC","2","72736","3",36.381245,-94.471388
"6280","SHABEER A DAR M.D.P.C.","1","11702","1",40.66415,-73.340984
"6281","SHADES MOUNTAIN IMAGING PC","4","35216","8",33.56014,-86.78134
"6282","SHADY GROVE RADIOLOGICAL CONSULTANTS PA","15","20850","120",39.089557,-77.184127
"6283","SHAH ASSOCIATES MD LLC","5","20622","25",38.484421,-76.754943
"6284","SHAISTA H. FARUQUI, M.D. APMC","1","70808","1",30.408291,-91.143906
"6285","SHANKAR C SANWALANI MD AND ASSOCIATES SC","2","60426","4",41.811929,-87.68732
"6286","SHANNON CLINIC","11","76903","132",31.505333,-100.301959
"6287","SHAPIRO, STAFFORD & YEE A MEDICAL PARTNERSHIP","4","91007","8",33.786594,-118.298662
"6288","SHARED MAGNETIC RESONANCE IMAGING FACILITY, INC.","6","53713","15",43.037167,-89.397066
"6289","SHARIF SURGICAL, PLLC","1","76104","2",32.771419,-97.291484
"6290","SHARKEY-ISSAQUENA COMMUNITY HOSPITAL","1","39159","1",32.859106,-90.897658
"6291","SHARON REGIONAL HEALTH SYSTEM","3","16146","3",41.234505,-80.44793
"6292","SHARON STOCKING MD PC","1","37160","1",35.486335,-86.462357
"6293","SHARP MEDICAL IMAGING","1","15668","1",40.423293,-79.663288
"6294","SHARP REES-STEALY MEDICAL GROUP INC","22","92101","22",32.7211,-117.174366
"6295","SHAW SHEFTEL DERMATOLOGY LLP","2","85718","4",32.311724,-110.91898
"6296","SHAWNEE CANCER ASSOCIATES LLC","3","74804","3",35.386758,-96.933148
"6297","SHAWNEE MISSION MEDICAL CENTER INC","1","66219","2",38.955326,-94.779899
"6298","SHAWNEE MISSION OPEN MRI, LLC","15","66204","15",38.974815,-94.683188
"6299","SHAZIA ZAFAR MD LLC","1","33028","1",26.004868,-80.313445
"6300","SHEBOYGAN PHYSICIANS GROUP S.C.","2","53081","6",43.722489,-87.856793
"6301","SHELBY COUNTY CHRIS A MYRTUE MEMORIAL HOSPITAL","1","51537","2",41.667566,-95.29087
"6302","SHELBY RADIOLOGICAL ASSOCIATES, PA","7","28150","14",35.312012,-81.556777
"6303","SHELBY-CHILTON HEMATOLOGY AND ONCOLOGY LLC","1","35045","2",32.856632,-86.652875
"6304","SHELTERING ARMS HOSPITAL FOUNDATION, INC.","1","45701","1",39.339279,-82.013803
"6305","SHENANDOAH MEDICAL IMAGING INC","2","22664","2",38.918791,-78.512429
"6306","SHENANDOAH MEMORIAL HOSPITAL, INC.","8","22664","8",38.918791,-78.512429
"6307","SHENANDOAH ONCOLOGY PC","7","22601","7",39.169668,-78.16856
"6308","SHENANDOAH VALLEY RADIATION ONCOLOGY ASSOCIATES, PC","3","22801","9",38.422777,-78.877137
"6309","SHEPPARD PRATT PHYSICIANS, P.A.","10","21157","20",39.564201,-76.980701
"6310","SHERIDAN MEMORIAL HOSPITAL ASSOCIATION","12","59254","12",48.747919,-104.468029
"6311","SHERIDAN RADIOLOGY SERVICES OF CENTRAL FLORIDA INC","21","32771","32",28.793491,-81.299169
"6312","SHERIDAN RADIOLOGY SERVICES OF KENTUCKY, INC","19","34741","38",28.307138,-81.461385
"6313","SHERIDAN RADIOLOGY SERVICES OF PINELLAS, INC.","14","33709","14",27.820082,-82.730798
"6314","SHERIDAN RADIOLOGY SERVICES OF SOUTH FLORIDA INC","28","33150","644",25.852273,-80.207219
"6315","SHERIDAN RADIOLOGY, LLC","2","82801","4",44.780378,-106.837563
"6316","SHERMAN OAKS DIAGNOSTICS","1","91403","1",33.786594,-118.298662
"6317","SHERMAN RADIOLOGY ASSOCIATES","11","74701","24",34.044944,-96.321428
"6318","SHERMAN RADIOLOGY GROUP LLC","1","80903","1",38.828893,-104.809929
"6319","SHIELDS RADIOLOGY ASSOCIATES","11","16044","22",NA,NA
"6320","SHIRLEY ANN RIGGS, M.D., F.A.C.P., P.A.","1","77030","1",29.83399,-95.434241
"6321","SHOALS PRIMARY CARE, LLC","1","35660","1",34.691165,-87.710054
"6322","SHOALS RADIOLOGY ASSOCIATES PC","3","35661","6",34.758537,-87.70004
"6323","SHORE HEMATOLOGY-ONCOLOGY PRACTICE,LLC","1","87532","1",36.424214,-106.251469
"6324","SHORE IMAGING, P.C","4","87015","8",35.134731,-106.125117
"6325","SHORE MEMORIAL HOSPITAL","7","82442","7",43.908687,-107.530662
"6326","SHORE ORTHOPAEDIC GROUP LLC","3","77014","3",29.83399,-95.434241
"6327","SHORE RADIATION ONCOLOGY, LLC.","5","87247","5",NA,NA
"6328","SHORE ROAD RADIOLOGY ASSOCIATES, PC","12","11220","12",40.634873,-74.016905
"6329","SHORES INTERNAL MEDICINE P.C.","1","48214","1",42.239933,-83.150823
"6330","SHORT HILLS RADIATION ONCOLOGY ASSOCIATES PC","4","7039","4",NA,NA
"6331","SHREWSBURY DIAGNOSTIC IMAGING, LLC","9","77024","9",29.824899,-95.421967
"6332","SIDNEY HEALTH CENTER","2","59270","2",47.655825,-104.195206
"6333","SIEGFRIED K HOLZ MD PA","1","33813","1",27.963896,-81.917604
"6334","SIERRA HEMATOLOGY AND ONCOLOGY MEDICAL CENTER","6","95608","12",38.62136,-121.332191
"6335","SIERRA IMAGING ASSOCIATES MEDICAL GROUP, PC","7","93611","7",36.832583,-119.592146
"6336","SIERRA NEVADA MEDICAL IMAGING","3","96150","5",38.927507,-120.039632
"6337","SIERRA RADIATION ONCOLOGY","2","95945","2",39.196288,-120.95855
"6338","SIERRA SURGERY & IMAGING LLC","1","89703","1",39.164225,-119.800294
"6339","SIERRA VIEW DISTRICT HOSPITAL","1","93257","2",35.973777,-118.703592
"6340","SIERRA VISTA DIAGNOSTICS LLC","2","85635","4",31.810649,-109.997623
"6341","SIGNATURE HEALTHCARE MEDICAL GROUP, INC.","10","2302","60",NA,NA
"6342","SIGNATURE MEDICAL GROUP, INC","1","63128","2",38.491503,-90.377167
"6343","SILICON VALLEY DIAGNOSTIC IMAGING, INC.","6","94040","6",37.189396,-121.705327
"6344","SILICON VALLEY MEDICAL IMAGING, INC, A MEDICAL CORPORATION","1","94538","1",37.509453,-121.95832
"6345","SILOAM SPRINGS CLINIC COMPANY LLC","3","72761","15",36.21791,-94.383778
"6346","SILVER PINE IMAGING LLC","4","48075","8",42.462215,-83.230578
"6347","SILVER SPRING HEALTHCARE MANAGEMENT, INC","3","28794","3",NA,NA
"6348","SIMI RADIOLOGY & IMAGING MEDICAL GROUP","4","93065","4",34.272162,-118.733903
"6349","SIMON LIPETZ MD PC","1","11375","1",40.723041,-73.843688
"6350","SIMON-WILLIAMSON CLINIC, P.C.","7","35211","7",33.45717,-86.864909
"6351","SIMONMED IMAGING A PROFESSIONAL CORPORATION","9","90804","14",33.785666,-118.135699
"6352","SIMONMED IMAGING FLORIDA LLC","8","32714","16",28.688256,-81.280369
"6353","SIMONMED IMAGING INCORPORATED","25","85004","25",33.276539,-112.18717
"6354","SIMONMED IMAGING NEBRASKA LLC","5","68505","5",40.900275,-96.618058
"6355","SINAI DIAGNOSTICS AND INTERVENTIONAL RADIOLOGY","1","11229","1",40.600988,-73.939998
"6356","SINAI HOSPITAL OF BALTIMORE, INC","16","21215","23",39.343306,-76.681192
"6357","SINGH & ARORA ONCOLOGY HEMATOLOGY P C","4","48532","4",43.011127,-83.803045
"6358","SINGING RIVER HEALTH SYSTEM","5","39555","9",30.71325,-88.519743
"6359","SINGING RIVER RADIOLOGY GROUP, PA","5","39567","5",30.534162,-88.489379
"6360","SINGLETON ASSOCIATES, PA","53","77030","75",29.83399,-95.434241
"6361","SIOUX CENTER COMMUNITY HOSPITAL & HEALTH CENTER","1","51250","2",43.084013,-96.269648
"6362","SIOUX VALLEY MEMORIAL HOSPITAL ASSOCIATION","1","51012","1",42.721535,-95.574297
"6363","SIOUXLAND HEMATOLOGY ONCOLOGY ASSOCIATES LLP","7","51101","9",42.494745,-96.399356
"6364","SIOUXLAND RADIOLOGY PARTNERS","6","51101","6",42.494745,-96.399356
"6365","SIOUXLAND REGIONAL CANCER CENTER","2","51101","3",42.494745,-96.399356
"6366","SIRA IMAGING CENTER LLC","14","47403","14",39.07884,-86.592389
"6367","SIRA RADIATION ONCOLOGY ASSOCIATES LLC","3","47403","3",39.07884,-86.592389
"6368","SISTEMAS INTEGRADOS DE SALUD DEL SUR OESTE INC","2","681","2",NA,NA
"6369","SIU PHYSICIANS & SURGEONS, INC","8","62702","8",39.831699,-89.646507
